00-91	AMASync1	AMANDA_SYNC_DOM	1e5b72775d19
65-22	TP6Y4381	Lao_tzu	359b91e881e6
65-23	UP6P1256	Buckbean	db32d1a4bdb4
65-24	TP6Y4411	Danu	349c9e233928
65-25	UP6Y4366	Kashjapa	45277d29f268
65-26	TP6Y4367	Lokapala	6204d28017f5
65-27	UP6Y4410	Garuda	6b97625c90eb
65-28	TP5P0547	Solar_Nebula	ec9dc048fc34
65-29	UP5H0156	Morkulla	b62e1b76c3c8
65-30	TP6Y4437	Brahma	a1e00e525b7a
65-31	UP5H0238	Sillgrissla	8fdac13e5374
65-32	TP5H0189	Domherre	4959df8ace2a
65-33	UP6P1238	Michael_Myers	ddcb27ef88bc
65-34	TP5P0529	Williwaw	9edc6493b06f
65-35	UP6P1390	Canasta	5afd3f215d81
65-36	TP6P1269	Waxflower	5b2cc2c12263
65-37	UP5P1030	Michigan	c672f3060de0
65-38	TP6P1377	Gin_Rummy	5edab51ff2b5
65-39	UP6P1230	Montbretia	24821a5d2f9e
65-40	TP6P1393	3_card_Poker	49df544c6bb6
65-41	UP5Y0120	Lamborghiniish	fd6b929431a1
65-42	TP6P1401	Slapjack	b9d6499bdee3
65-43	UP6P1264	Mistletoe	a32b7fd53d3e
65-44	TP6P1263	Windflower	92dc1ed61ca4
65-45	UP6Y4242	Ah_Puch	7554a446d6f9
65-46	TP6P1385	Whist	8bf5630b3c4d
65-47	UP6P1414	Thirty_One	a1e4d1c6eeb7
65-48	TP6P1253	Hyssop	b2b856d94cff
65-49	UP6P1392	Blackjack	606e6e67b4a5
65-50	TP6P1301	Living_Dead	6f500c102b78
65-51	UP6P1408	Phase_10	fa0fa12e3be3
65-52	TP5P0961	Polio	e5b9c62cda24
65-53	UP6P1406	Wyatt_Earp	4d5e6c4d16a6
65-54	TP6P1375	UNO_Card	703a2326e0f5
65-55	UP5P0598	Ergophobia	34bb7d414187
65-56	TP5P0743	Trichophilia	9bc7b6bc3d55
65-57	UP6P1410	Kings_In_The_Corner	c1a258bb155e
65-58	TP6P1373	Barbu_Card	1b924a8b2264
65-59	UP5P1034	Rotavirus	f6cce01fe708
65-60	TP6P1391	Baccarat	d4ff422e05b5
65-61	AP6P1115	Skip_Stop	4fc540c56b6c
65-62	AP6P1121	Slide_Stop	26fc676d9182
65-63	AP6P1104	Hard_Stop	21a709d3d347
65-64	AP6P1129	A_Top	700721bb194d
66-01	UP5Y0086	Ferrari_Berlinetta	bfa834afcdd0
66-02	TP5P0751	Virology	a5bc3d83770a
66-03	UP6Y4348	Ometeotl	7b2b9af690bb
66-04	TP5P0755	Teratology	51c658ff1374
66-05	UP6Y4338	Tzinteotl	828f81952f68
66-06	TP5P0627	Werewolf	499ccc773077
66-07	UP4P0338	Impala	35cea9c080cd
66-08	TP6Y4229	Jaguarnacht	bb2b2b100a44
66-09	UP6Y4388	Avatara	0e8d14c646de
66-10	TP6Y4261	Krischna	ed772112fcc6
66-11	UP5P0960	Utah	ca76eeb18aea
66-12	TP6Y4371	Parvati	581a272aeb03
66-13	UP6Y4372	Rukmini	758a1db915e3
66-14	TP6Y4379	Rama	fce45a8cb7e9
66-15	UP6Y4414	Raktavija	db21e2db154f
66-16	TP6Y4293	Tohil	0af1d2727f85
66-17	UP6Y4290	Draupadi	35498bccdf32
66-18	TP4P0319	Whale	a966a879a5d2
66-19	UP6Y4328	Ab_Kin_Xoc	8b3c3b779e54
66-20	TP5P0693	Scoleciphobia	4489b43873ed
66-21	UP5P0784	Bryology	43149cdc4362
66-22	TP4P0329	Zebra	331f61511a11
66-23	UP5P0610	Hobbit	667f78126c95
66-24	TP6Y4323	Ah_Kinchil	c09ad7a7ea16
66-25	UP6Y4358	Quetzalcoatl	4eb08e5f5057
66-26	TP6Y4445	Sche	ec760a0d92a0
66-27	UP6Y4470	Hou_I	92110d8bc5a5
66-28	TP6Y4333	Ahau_Kin	43ac1088a59c
66-29	UP6Y4318	Ah_Mucen_Cab	0445154519b2
66-30	TP6Y4285	Ixtab	7a74a516ac4d
66-31	UP6Y4286	Ajbit	57e93012557d
66-32	TP6Y4353	Hui_Lu	c86b435002ae
66-33	UP5P1032	New_York	4d38b217afdd
66-34	TP6Y4461	Dou_Mu	e036bfeee59e
66-35	UP5P0820	Craniology	565ea2e2ee72
66-36	TP6Y4275	Trimurti	8ce4556a93d3
66-37	UP5P0706	Agliophobia	7365347f0de0
66-38	TP6Y4471	Huashan	4c374b876b97
66-39	UP5P0696	Kosmikophobia	851afc048183
66-40	TP4Y0039	Weldebreu	cfb24ed5b739
66-41	UP5P0966	Maine	0bb095559b9a
66-42	TP5P0583	Thermophobia	a3ae4b646a70
66-43	UP5P0932	Kentucky	0f86b06bd172
66-44	TP4P0269	Rat	3096fbff3f93
66-45	UP4P0240	Alpaca	119036837ee8
66-46	TP5P0883	Tallahassee	9e2f2d9c60f4
66-47	UP5P0950	Idaho	21bd9768001a
66-48	TP5P0635	Tomophobia	d0d1f175d948
66-49	UP5P0646	Dentophobia	1183ea03ee2b
66-50	TP5P0873	Denver	42668f1a5b69
66-51	UP5P0640	Algophobia	7decbe7147e1
66-52	TP5P0563	Yali	4c1bb36bbb1d
66-53	UP4P0354	Llama	f473eca3fcf1
66-54	AP4P0059	Romulus	c9e3547421af
66-55	UP5P0766	Axiology	87f40dd137fc
66-56	AP4P0064	Tekka	0c1c89219bb6
66-57	UP5P0536	Chubasco	e8436c102150
66-58	TP5P0567	Poki	c49eef83c4be
66-59	UP5P0750	Archeology	0fa175799dac
66-60	TP4P0079	Lemon	7b2214c1af15
66-61	TP4P0183	Cabernet_sauvignon	9355a9ae0ac7
66-62	TP4P0261	Puma	bd8dc77c11c0
66-63	AP5P0405	Mitmit	954812757638
66-64	TP4P0187	Pyrrole	f9286ecd7f2e
67-01	UP5Y0226	Toyota_Celica	44c16f980468
67-02	TP6Y4291	Ix_Chel	c65d57f9ef16
67-03	UP5P0518	Elf	8261714f65d8
67-04	TP6P1443	Aniak_River	066b7ebe2c26
67-05	UP6P1430	Utukok_River	7f5ce8a749f0
67-06	TP5P0927	Madison	7c983777b078
67-07	UP5P0586	Boggeyman	42a5ed72a3ef
67-08	TP5P0903	Sacramento	af90a0a41ade
67-09	UP6P1462	Chandalar_River	03ecb484abe8
67-10	TP5P0911	Pierre	a29598735544
67-11	UP5P0834	Glaciology	9b54b20558bd
67-12	TP5P0651	Papaphobia	d307af164254
67-13	UP5P1018	California	e46756e7b9b0
67-14	TP4P0259	Pronghorn	06614a6ffcd4
67-15	UP5P0982	South_Carolina	8a3dc4b3c68e
67-16	TP4P0275	Serow	1713d9af3072
67-17	UP5P0764	Ethology	d897bae245bb
67-18	TP5P0749	Theology	90302720fdf2
67-19	UP4P0248	Cinnamaldehyde	729a1180042d
67-20	TP5P0895	Providence	10e327bccef2
67-21	UP6P1444	Chakachatna_River	862c6d0172c6
67-22	TP5P0687	Rupophobia	03da59feece2
67-23	UP6P1476	Stony_River	523be04a283b
67-24	TP5P0889	Harrisburg	091be8177ab9
67-25	UP5P0704	Acrophobia	2129000445ac
67-26	TP5P0653	Wiccaphobia	d51568afe402
67-27	UP5P0660	Decidophobia	53fd9cf5ee98
67-28	TP5P0787	Seismology	00cc7121317b
67-29	UP5Y0078	EDAG_Scoutish	35daf4dd3653
67-30	TP5Y0215	Crosley_Curtis	6e3f8b69462a
67-31	UP5Y0160	Nash_Special_6	1248d1f7b12b
67-32	TP5Y0125	Springfuhl	6b2595d39948
67-33	UP5Y0096	Hudson_Hornet	07dfecb0394d
67-34	TP5Y0165	Wuhletal	236be57e9c5a
67-35	UP6P1496	Coleen_River	ded59285c47d
67-36	TP6P1463	Buckland_River	9f05fd6341a1
67-37	UP5P0814	Ethnology	3a4bc102e538
67-38	TP5P0565	Ukoyish	3150e8f8e6b4
67-39	UP5P0876	Hispanophilia	d667d8e59b37
67-40	TP5P0619	Microphobia	0daa3dfe9ae3
67-41	UP5P0502	Barat	6c62cee79e41
67-42	TP5P0825	Technophilia	6e5557701717
67-43	UP6P1504	Endicott_River	0be7ec07c986
67-44	TP5P0621	Trasgu	3ec9d05fddda
67-45	UP4P0322	Goat	2869b3f98c1f
67-46	TP6P1459	Skwentna_River	0aa34ece576e
67-47	UP6P1422	Copper_River	3f028cb686b7
67-48	TP4Y0017	Bitburger	f16f3e478eed
67-49	UP6P1464	Gulkana_River	ada28eff60fd
67-50	TP6P1497	Hogatza_River	e44c73438cb0
67-51	UP6P1440	Iditarod_River	e03a51aba1fd
67-52	TP5P0885	Connecticut	d68886f0d068
67-53	UP5P0946	Maryland	595b005178af
67-54	TP6P1431	Gakona_River	c0985b8a00de
67-55	UP5P0632	Liticaphobia	eda1865c31be
67-56	TP6P1499	White_River	ae7f8ac920bc
67-57	UP5P0940	Indiana	215610a77199
67-58	TP6P1509	Sagavanirktok_River	dd507ae67614
67-59	UP4P0250	Pinot_grigio	0ec9ae11b381
67-60	TP6P1503	Anvik_River	e02e36073f39
67-61	AP5P0432	Mycology	0530dd09f069
67-62	AP5P0404	Vodnik	3ed4966de32e
67-63	AP5P0451	Oklahoma_City	429942a3e830
67-64	AP5P0453	Florida	cf08dc9919da
68-01	UP6H7692	Abborre	a4a3eabca8bf
68-02	TP6H7599	Pitepalt	dc02750270c3
68-03	UP6H7722	Vessla	bb0d00af8ba6
68-04	TP6H7623	Greve	ae28f12de5c8
68-05	UP6H7730	Torsk	62ad7ca319a1
68-06	TP6H7607	Wallenbergare	3d3b2e4ddbec
68-07	UP6H7574	Hantverkargatan	11a6b499df68
68-08	TP6H7735	Knot	2ee39e715fa9
68-09	UP6H7664	CMOS_Logik	4cc4eea6f9b4
68-10	TP6H7611	Jordgubbsdryck	ff4f3c207da3
68-11	UP6H7598	Pannkaka	f9b072374d8b
68-12	TP6H7589	Julskinka	9308968109a7
68-13	UP6H7526	Coldinutrappan	6871dcbfea88
68-14	TP6H7609	Cider	16862ed668b5
68-15	UP6H7586	Isterband	cb5e54e253dd
68-16	TP6H7539	Drakenbergsgatan	f3d443d1eacd
68-17	UP6H7640	Uppland	636e5ea73b1d
68-18	TP6H7733	Ren	5b693f61b539
68-19	UP6H7676	Effektregulator	7f707bb1b21c
68-20	TP6H7651	Avlastningsdon	743c8fc031d6
68-21	UP6H7634	Ulricehamn	33fa088e6fc5
68-22	TP6H7675	Drossel	3e76119a6149
68-23	UP6H7616	Must	fd5c3e3c3518
68-24	TP6H7729	Tonfisk	aec511cfcfb8
68-25	UP6H7570	Hagagatan	fcdb34ebcb22
68-26	TP6H7555	Flintbacken	8147a8ef87c0
68-27	UP6H7538	Doktor_Abelins_gata	3d25974e013e
68-28	TP6H7587	Janssons_Frestelse	67b2b4804ec2
68-29	UP6H7732	Myskoxe	f82595caa3b2
68-30	TP6H7649	Audiokabel	cd1342918d92
68-31	UP6H7746	Knaggrocka	913653016913
68-32	TP6H7661	Chip	3168d2c0370b
68-33	UP6H7682	Etspulver	0c9332f42423
68-34	TP6H7605	Svartsoppa	a79fd2e3cbb0
68-35	UP6H7708	Karp	cd8f52092957
68-36	TP6H7635	Tenhult	d6b14643e836
68-37	UP6H7638	Unbyn	5b486b95e551
68-38	TP6H7591	Kanelbulle	01c6128fb4c7
68-39	UP6H7658	Buntband	ae20462d45c5
68-40	TP5H0137	Lavskrika	e9a566eab7c5
68-41	UP6H7576	Hazeliusbacken	6bf53eca8b54
68-42	TP6H7737	Krabba	44e218aa590c
68-43	UP6H7580	Biff_Rydberg	f71a42920000
68-44	TP6H7727	Sjurygg	6e151bf689ff
68-45	UP6H7718	Mullvad	03908e74f2ec
68-46	TP6H7677	Elementnyckel	2e0a617a7d84
68-47	UP6H7642	Urshult	c5d2e4ffa6b3
68-48	TP6H7553	Fiskargatan	fa323a7ab601
68-49	UP6H7606	Upplandskubb	e81288517643
68-50	TP6H7693	Bleka	bcada8739000
68-51	UP6H7696	Flundra	f97852711258
68-52	TP6H7715	Ruda	556e731b3f1e
68-53	UP6H7674	Drivdorn	8512ff836081
68-54	TP6H7723	Vildsvin	959d4a0a5f66
68-55	UP6H7712	Makrill	34281d488d1f
68-56	TP6H7669	Dator	b3a52baf8b49
68-57	UP6H7734	Bergtunga	91f5921825a2
68-58	TP6H7731	Vitling	5502145143c0
68-59	UP6H7726	Sill	3f2035036b35
68-60	TP6H7713	Marulk	8c2c133e34a2
68-61	AP6P1177	Argos	9c2b2b464cb9
68-62	AP6P1168	Harappa	57a6cb44117e
68-63	AP6P1128	Brick_Top	b48a8b18bdde
68-64	AP5P0410	Theophilia	7c73a163c522
69-01	UP6P1680	To_Kill_A_Mockingbird	60ce5decddd8
69-02	TP7Y4555	Ruteni	f7d1bf87691c
69-03	UP6P1676	Paper_Moon	d20cfd7092bd
69-04	TP7Y4541	Belokurikha	ce4a86627a7b
69-05	UP7Y4608	Izberbash	fcbd6c0a72ea
69-06	TP6P1695	Spaghetti_Worm	c80e608dc89b
69-07	UP7Y4542	Chukhloma	d611e463be9b
69-08	TP6P1699	Taxi_Driver	4cd5f78f380f
69-09	UP7Y4588	Andecavii	c35b796737d1
69-10	TP6P1913	Nauru	37400ad130ff
69-11	UP7Y4552	Parisii	78a5219ba25f
69-12	TP6P1601	Cyan	4806a7cf1228
69-13	UP5P0584	Green	5b1bc4d7a076
69-14	TP7Y4599	Ostrogozhsk	df454e1521a6
69-15	UP6P1674	Manchurian_Candidate	f7710e4f18ab
69-16	TP6P1589	Maroon	a3801045000f
69-17	UP6P1792	Siphonophore	10734fc6023f
69-18	TP7Y4563	Gabali	a9b7ad0f88eb
69-19	UP6P1698	Lawrence_Of_Arabia	3fab50b9a69c
69-20	TP6P1683	Dreedles_Girl	4e5199ba5216
69-21	UP5P0634	Ichthyophobia	4c87a4904629
69-22	TP6P1735	Dr_Strangelove	9684326e9778
69-23	UP5P0948	Black	29017f91d720
69-24	TP6P1615	Magenta	919365782abe
69-25	UP6P1418	Lucky_Seven	dcf18983ed90
69-26	TP7Y4577	Bituriges	93d848089513
69-27	UP5P1064	Candidiasis	0c5f80348cdb
69-28	TP7Y4579	Bramovices	8431fc82dcb5
69-29	UP7Y4578	Eleutetes	8d2fdbf0bb48
69-30	TP7Y4567	Mediomatrici	781f8f3059f7
69-31	UP6P1850	Koror	ea6367859e6b
69-32	TP6P1757	Space_Odyssey	9d517c5542ff
69-33	UP6P1800	Sheep_Crab	0af361ed629f
69-34	TP6P1851	Spiny_Lobster	d7451b4f537e
69-35	UP7Y4592	Esubii	0c07dc747695
69-36	TP6P1777	Cryptic_Teardrop_Crab	54501bb54517
69-37	UP6P1696	Sound_Of_Music	1aa0a140d132
69-38	TP6P1605	Violet	f2bcc35034e5
69-39	UP6P1328	Footprint	e705ccfac503
69-40	TP6P1677	Mudd22	32ebe2a3f7f1
69-41	UP7Y4612	Birobidzhan	f615f7874f06
69-42	TP6P1781	Corallimorph	7e083a029a66
69-43	UP6P1702	Crinoid	458ed30afc3c
69-44	TP6P1909	Niue	59531696fbfd
69-45	UP6P1708	Corkscrew_Anemone	217d387ffe16
69-46	TP6P1707	Rocky	5c5b639cf552
69-47	UP6P1844	New_Britain	123565623beb
69-48	TP6P1905	Rawaki	3a5fbb476dba
69-49	UP5P0620	Leprechaun	cf350723c3a0
69-50	TP6P1723	Eraserhead	c22090693066
69-51	UP6P1842	New_Ireland	d38f8e5c9c78
69-52	TP6P1675	Michaela22	549e43c664ce
69-53	UP6P1684	Dr_No	dd6aa14bddae
69-54	TP5P0593	Potophobia	6eafb088bcce
69-55	UP5P0822	Geology	fd038f3e53f9
69-56	TP6P1915	Kosrae	c5ab65b6ba8a
69-57	UP5P1054	Torquoise	f2e756f1b5f2
69-58	TP6P1713	Thunder_Ball	fab22e1981fa
69-59	UP7Y4604	Likhoslavl	0bf9beaad91c
69-60	TP6P1729	Dr_Zhivago	b4653394162b
69-61	AP6P1146	Pillow_Top	c359108343a7
69-62	AP6P1142	Palm_Top	c0d53ce89997
69-63	AP6P1101	Bus_Stop	6584848b8317
69-64	AP5P0437	Oology	4e4f0cd65fcb
70-01	UP6P1524	RPL	15ea59e28f42
70-02	TP6P1479	LaTeX	27efd53a4e89
70-03	UP6P1658	Godfather_PartII	c4a28dcbd58f
70-04	TP6P1725	Animal_House	9a91a407a4b7
70-05	UP6Y4408	Npfundlwa	c0b3c5fb04c7
70-06	TP7Y4513	Cafeolix	18aa36f42808
70-07	UP6P1492	Mathematica	7df12bf722e2
70-08	TP6P1717	Patton	c307a935a721
70-09	UP6P1682	Butch_Cassidy	a84b108f5845
70-10	TP6P1701	Mean_Streets	544122365687
70-11	UP6P1520	Modula	8c6a6bbe74fc
70-12	TP7Y4517	Obelix	dac13da668c7
70-13	UP6P1588	Kraft	c2c5aaab7727
70-14	TP6P1449	Eiffel	78647ecb9b50
70-15	UP6Y4418	Bhima	ef05066cdcfd
70-16	TP6P1535	XML	7baebbc0ae83
70-17	UP6P1670	Fiddler_On_The_Roof	98913839345b
70-18	TP6Y4239	Fu	e9261df5b2b4
70-19	UP6P1664	Chinatown	3156362e46c7
70-20	TP6P1715	Blazing_Saddles	7c2881c092b6
70-21	UP6P1612	Madden_NFL	bc97474a3f4c
70-22	TP6Y4255	Intulo	922a579d5686
70-23	UP6P1526	Sather	736f471564ab
70-24	TP7Y4587	Tricastini	7c31abe464db
70-25	UP6Y4392	Fara_Maka	073911129bf8
70-26	TP6P1577	Pit_Fall	0c44d090b291
70-27	UP6Y4404	Mawenzi	26a6a17acc50
70-28	TP6P1491	Hyper_Talk	98ce9ca8fd76
70-29	UP6P1692	Flame_Scallop	466e7594495c
70-30	TP6P1451	COBOL	a1f6113a9610
70-31	UP7Y4546	Turones	412c0416416e
70-32	TP6Y4397	Comix	f41ea5a471ff
70-33	UP6P1704	Cuttlefish	8dba3f663a4b
70-34	TP6P1461	Objective_C	1bb1eb4c8325
70-35	UP7Y4596	Lexovii	f9a4eed216de
70-36	TP6Y4395	Amon	659f74962a8f
70-37	UP5P0962	Virginia	a809b636d4c7
70-38	TP6P1779	Cushion_Star	ae611d13ba09
70-39	UP6P1618	Zero_Wing	b7e291fdbab1
70-40	TP7Y4527	Carferrix	35bff912839d
70-41	UP6P1586	Major_Major	992f6f7858a6
70-42	TP6P1773	Feather_Duster_Worm	700b7bf5876a
70-43	UP6P1554	Lemmings	6e15c2dd9e87
70-44	TP6P1859	Slipper_Lobster	9d2fb08d04ab
70-45	UP6P1804	Sea_Hare	db9c9f5f5f9b
70-46	TP6P1659	McWatt	0ca5737e6a94
70-47	UP6P1530	Smalltalk	8caea0e80e24
70-48	TP6P1657	Luciana22	bf499abd00ab
70-49	UP6P1518	Matlab	b39c102be12c
70-50	TP6P1525	Gogol	da5481089862
70-51	UP6P1610	Star_Wars_Battlefront	e005b22fb90b
70-52	TP6P1673	Kid_Sampson	fde5d7fc9cbd
70-53	UP6P1534	Visual_Basic	b7a6999072a6
70-54	TP6P1539	Wolfenstein	06c51d876017
70-55	UP6P1490	Pascal	d0e5476e3704
70-56	TP6P1541	Final_Fantasy	e75f8c3cc972
70-57	UP6P1592	Sergeant_Knight	c07a90efdaeb
70-58	TP6P1493	Perl	95b9c6141543
70-59	UP7Y4572	Cadurci	72e1e8456bc0
70-60	TP6P1543	Metroid	7dbbc1795c56
70-61	AP6P1139	One_Stop	f38e65051e1e
70-62	AP6P1176	Knossos	0259b7a81e69
70-63	AP6P1132	Car_Top	2710e0a37528
70-64	AP5P0446	Meteorology	a19e1b2d911d
71-01	UP5Y0094	Honda_Civic	ec503421bc8e
71-02	TP5P0629	Yokai	2697accca19b
71-03	UP6P1576	Mega_Man	79aa8c1cec76
71-04	TP6P1579	Contra	556fb9649781
71-05	UP6P1212	Mimosa	968046fd1bb2
71-06	TP4P0235	Orca	78d52c98293c
71-07	UP6P1560	KungFu	5eb219eb2bc1
71-08	TP7P2119	Kasseri	aafe5b50af7d
71-09	UP5Y0106	Isetta_300	6c56f24c515c
71-10	TP6Y4265	Hathor	78ee8ef4b8bd
71-11	UP6P1354	Barbell	9998b656a3fc
71-12	TP6P1411	Free_Cell	eb0b443e6419
71-13	UP5P0752	Cerealogy	b793070d9157
71-14	TP5P0933	Columbus	200b318520d9
71-15	UP5P0844	Hemophilia	8d933a87b1cf
71-16	TP6P1761	Lloyd_Aereo_Boliviano	2da6cc827aba
71-17	UP5P0780	Laryngology	b254fa0dc242
71-18	TP5P0659	Metallophobia	f2d1a1c6b669
71-19	UP5P0894	Alcoholophilia	7d51fc47fae7
71-20	TP5P0597	Xyrophobia	3592798f3eb0
71-21	UP5P0954	Alabama	a3160dc6bb2b
71-22	TP4Y0015	Carlsberg	d9002ecbbcd8
71-23	UP4Y0058	Cardinal	739fdc97ae75
71-24	TP6Y4331	Acna	0e923b5b9c31
71-25	UP5P0676	Limnophobia	40eaad986cb7
71-26	TP5P0669	Sciaphobia	7432008fd102
71-27	UP5P0848	Apodysophilia	88012a1b7bf7
71-28	TP4Y0057	Apostel_Braue	8d1b3ee8f90b
71-29	UP5Y0150	Mercury_Grand_Marquis	391319e31b9a
71-30	TP5P0701	Somniphobia	fcb9315144a6
71-31	UP5P0680	Cainophobia	17b728c47bf8
71-32	TP5P0833	Thrombophilia	98303792dbb7
71-33	UP6P1480	Lab_View	e3783aab7fed
71-34	TP5P0847	Little_Rock	2727889a12c2
71-35	UP5Y0136	Marcos_TSO	4fd8e78d4332
71-36	TP4Y0007	Arcobraue	099c7fc94999
71-37	UP6P1544	Donkey_Kong	baa8e15fa2f0
71-38	TP6P1609	Alice_Blue	d9b620162ce6
71-39	UP4P0268	Beaver	41386e7b4996
71-40	TP6P1209	Marguerite	a7ac34c7cd00
71-41	UP5P0622	Opiophobia	92b6ab035e66
71-42	TP6P1585	Paperboy	5da73d9b3453
71-43	UP5P0980	Pennsylvania	dbd7df7251f2
71-44	TP5Y0201	Chevrolet_Corvette	73fd7f984168
71-45	UP6P1634	American_Graffiti	b932488e2f89
71-46	TP6P1721	Raging_Bull	3fff949a2256
71-47	UP5P0666	Hadephobia	13215a559856
71-48	TP5P0819	Traumatology	1357eacec2bb
71-49	UP5P0810	Demonology	475580f34219
71-50	TP5P0935	Trenton	ba088ea10a64
71-51	UP5P0898	Wyoming	3523b499a03c
71-52	TP7P2121	Esrom	ffd90bddc84e
71-53	UP4Y0036	Roemer_Koelsch	ab502b475d34
71-54	TP6P1293	The_Thing	ab95df1cf8d4
71-55	UP5P0658	Aerophobiaish	375821bb71a9
71-56	TP6P1565	Centipede	9b81bdbd2a65
71-57	UP4P0212	Tamago	71216d43b32b
71-58	TP6P1787	Estonian_Air	c8cf49d63eb4
71-59	UP4P0102	Grape	fe31034a7a59
71-60	TP4P0209	Mushroom	1ee2d07364ba
71-61	AP6P1126	Little_Round_Top	ee4ae7a633a0
71-62	AP6P1106	Show_Stop	7bf2487c54f6
71-63	AP6P1114	Tigra_Top	149fae900a00
71-64	AP5P0401	Santa_Ana	ccd220b04e3e
72-01	UP5P1048	Aeromonas	fa9c32ad17ec
72-02	TP6P1239	Dark_Horse	fd62fa6c5045
72-03	UP6P1374	Durak_Card	7c063b9bee63
72-04	TP6Y4305	Hunab_Ku	b3389a26c53e
72-05	UP6Y4446	Lu_Dongbin	dbc83b20ace2
72-06	TP6P1321	Boomerang	95a5e41f1dfd
72-07	UP6H7504	Amarantertrappan	9351a1c0e4a5
72-08	TP6P1341	Helix	ae57c82c3a6b
72-09	UP6P1320	Twin_Jet	9fd9ceeb21d8
72-10	TP6P1319	Eta_Carinae	3d10761b2bce
72-11	UP5H0122	Hustrukobben	e7aba01d626f
72-12	TP6Y4475	Mandara	271c2ff55ccb
72-13	UP6Y4454	Cao_Guojiu	7ebd7d71d238
72-14	TP6P1333	Rosette	7017d9615166
72-15	UP5H0252	Prackharan	5c60ea2afb3c
72-16	TP6P1353	Little_Dumbbell	d217a32ba5f0
72-17	UP5H0256	Skomakarkobben	7cd75e9125d2
72-18	TP6P1359	Flame	73198bc97075
72-19	UP6P1398	Shanghai_Rum	d176a7e2f57d
72-20	TP6Y4429	Matali	15217f14f1e4
72-21	UP6P1284	Merope	b7623ce9ed81
72-22	TP6P1345	Owl_Nebula	1d6d55010061
72-23	UP6P1394	Poker	cec0731cfe44
72-24	TP6Y4431	Bharata	1adcbe4f3b75
72-25	UP6H7514	Barnhusgatan	0604b93ff205
72-26	TP5H0251	Pellekobben	ae4f54564f00
72-27	UP6P1324	Veil	56660d4e1342
72-28	TP6H7505	Amiralitetsbacken	a54adc5445a7
72-29	UP6Y4330	Tonatiuh	83a3988d5050
72-30	TP6H7521	Cedersdalsgatan	5c71001db35b
72-31	UP5P1026	Minnesota	a20172614e9b
72-32	TP6Y4441	Mohini	b2ee67ddffa6
72-33	UP6Y4276	Mahischa	3456ce88eeb2
72-34	TP5H0147	Bastulunsen	c8689d728b08
72-35	UP6P1350	Ant_Nebula	aea89c50c9d2
72-36	TP6Y4343	Huehueteotl	5ee4df1dcf87
72-37	UP5H0222	Hundgrundet	d21e3707602f
72-38	TP6P1257	Buttercup	320182c54649
72-39	UP6P1242	Pelican	f47aaf8102fa
72-40	TP6Y4269	Alom	6150c6b4733c
72-41	UP6Y4334	Ah_Chuy_Kak	dd1953e43397
72-42	TP4H0015	NN0015	82dbc7c95c98
72-43	UP6P1340	Spirograph	cb144a9152b5
72-44	TP5P0571	Urisk	10b1aadbe2c0
72-45	UP6H7520	Cardellgatan	0d2bb693c969
72-46	TP6P1241	Coal_Sack	03728e4a666d
72-47	UP6P1310	Ghost_of_Jupiter	9d79aa0596fd
72-48	TP5Y0151	Westkreuz	46f402ad2d21
72-49	UP6Y4304	Jaguargott	42a50c08b545
72-50	TP5P0983	TheShock	8e23c7c0cdc1
72-51	UP5P0760	Embryology	cb127bc2ed6b
72-52	TP5H0125	Trast	d6ab8075e2fb
72-53	UP6Y4436	Indra	2c7e95361ab2
72-54	TP6P1343	Rotten_Egg	b447984564df
72-55	UP6H7524	Chapmansgatan	5b7003b3954b
72-56	TP6H7507	Ansgariegatan	8c7bbad7158a
72-57	UP5P0728	Achluophobiaish	275527e474c8
72-58	TP6P1743	Cool_Hand_Luke	9f87a5502102
72-59	UP6P1396	Blind_Hookey	057674132159
72-60	TP6H7523	Centralplan	89bb41964a4e
72-61	AP6P1111	Tab_Stop	a2aed1ac2000
72-62	AP6P1120	Tip_Top	8c7b03a07541
72-63	AP6P1155	Old_Yellow_Top	772a80d66795
72-64	AP6P1158	Over_The_Top	d271bfaef0c9
73-01	UP6P1334	Pleiades	eb210715f03b
73-02	TP6P1329	Stingray	ae92b55a541f
73-03	UP6Y4272	Laozi	55c4f65e789b
73-04	TP6Y4277	Rudra	3ea2812c77e0
73-05	UP6P1336	Crab	f7c070310592
73-06	TP6P1351	Witch_Head	94034ed50ac9
73-07	UP5P0794	Allergology	1a08906dbb17
73-08	TP6P1751	From_Russia_With_Love	26f7bda7946d
73-09	UP6Y4274	Kung_Kung	b47cd037688a
73-10	TP6P1327	Papillon	dd03b5f84480
73-11	UP6Y4430	Pandavas	02aeeef35302
73-12	TP5P0981	Anthrax	2c0cecbd809d
73-13	UP6P1322	Tarantula	144b7b85d859
73-14	TP6Y4433	Girischa	416e145910ad
73-15	UP6Y4478	Dao	3952520fec48
73-16	TP6P1749	Great_Escape	b188cd497484
73-17	UP6Y4412	Vischnu	e9558175b972
73-18	TP5P0887	Great_Rift	427f23050246
73-19	UP6Y4268	Narayana	144211cb2ed5
73-20	TP6P1325	Gum	6ddd795c77eb
73-21	UP6Y4228	Putuoshan	2911d83d429b
73-22	TP6Y4303	Han_Xiangzi	c4bd10079c8f
73-23	UP6P1370	Pinochle	93094e9a3e4e
73-24	TP6Y4347	Devaki	61d3066a81ee
73-25	UP5P1052	Cryptosporidiosis	02f67a010560
