00-91	AMASync1	AMANDA_SYNC_DOM	1e5b72775d19
73-26	TP6P1335	Eagle	1a696d89bdfe
73-27	UP5P0524	Borasco	b1c145c78235
73-28	TP5Y0199	Case_Arrow	bce25e925110
73-29	UP6Y4444	Maio_Shan	e1c0c8b43796
73-30	TP6P1739	Bonnie_And_Clyde	cd8a81d10684
73-31	UP5P0790	Climatology	e71d010964ff
73-32	TP6P1423	Russian_Bank	1b81d4a9fa33
73-33	UP5P0526	Hurricane	456a3da63adc
73-34	TP5P0709	Radiophobiaish	96a3a3340712
73-35	UP4P0306	Elephant	0f1ac8f0cacc
73-36	TP5P0907	Baton_Rouge	e25bfe6bde9e
73-37	UP5P1016	Nebraska	84da6b648629
73-38	TP4Y0035	Schultheiss	ba6f6ff66c27
73-39	UP6P1428	Klondike	3535df07a573
73-40	TP6P1409	Pasur_Card	2859edaf83f1
73-41	UP4P0272	Camel	95bb4d9871d1
73-42	TP5P0569	Mamur	1865b82493e8
73-43	UP6P1360	Little_Ghost	1ad801933fb1
73-44	TP6Y4449	Mu_Kung	65207af0c0d1
73-45	UP6P1318	Hourglass	833589cbee50
73-46	TP6P1403	Seven_Spades	8d4b166a42a0
73-47	UP6P1358	Little_Gem	0b8cf97ade5d
73-48	TP6Y4365	Dung_Wang_Kung	a276b86e8cd4
73-49	UP6Y4442	Durga	5da4ddb2f58c
73-50	TP6P1347	Trifid	f82b25bb2fff
73-51	UP6P1426	Nertz	c9187e466a09
73-52	TP5Y0109	Grunewald	5808e7563c55
73-53	UP6P1376	Bridge_Card	0b60356a7aa2
73-54	TP6P1349	Eight_burst	39d76c21f789
73-55	UP6P1366	Running_Man	db8a19ea2011
73-56	TP5P0695	Sinistrophobia	207856bee26f
73-57	UP6P1314	North_America	97785ea71b24
73-58	AP4P0060	Remus	7bbcdaf21d4c
73-59	UP6Y4458	Ho_Tai	f3509170c213
73-60	TP6Y4459	Chiyou	0560ad5c1808
73-61	AP6P1144	Tube_Top	b91a2f8040a7
73-62	AP6P1151	Set_Top	18b445cafae3
73-63	AP6P1118	Tram_Stop	dd326db4fdad
73-64	AP6P1133	High_Top	787bfc0b3113
74-01	UP6P1774	Ethiopian_Airlines	42850b5eff52
74-02	TP5P0591	Murophobiaish	008b8cd24d58
74-03	UP4P0292	Chipmunk	9c2e12ab67e3
74-04	TP6P1815	Varig_TAM	04affe9a859c
74-05	UP5P0902	Montana	e209531693eb
74-06	TP5P0503	Typhoonish	21f095a7fa5e
74-07	UP5P0816	Dermatology	a90258f2aa7c
74-08	TP4P0317	Weasel	db08b4cb3e25
74-09	UP5P0652	Immunology	179c5e47ff07
74-10	TP5P0611	Selaphobia	e7b1b9da9980
74-11	UP5P0574	Dipsophobia	bbfa8b321d0d
74-12	TP4P0323	Wolverine	83b10e4db480
74-13	UP5P0998	Islandophilia	fb83fc5c3f40
74-14	TP6P1823	Air_Burundi	d070b50e6018
74-15	UP4P0328	Hedgehog	1b955f41b088
74-16	TP5Y0127	Hohenschonhausen	285a18012b58
74-17	UP5P0596	Ligyrophobia	0911f5de6d46
74-18	TP5P0737	Springfield	119f83d8b029
74-19	UP6P1758	Air_Comores	bdce2d491514
74-20	TP6Y4385	Niu_Tou	ed1f142f51e8
74-21	UP5P0860	Apotemnophilia	91a4f3237e07
74-22	TP5P0845	Cheyenne	34f822f0976c
74-23	UP5P0556	Brubu	57363a184c52
74-24	TP5P0953	Jefferson_City	a0c0ead240fc
74-25	UP5P0724	Enetophobia	fb29b40cb960
74-26	TP5P0925	Chicago	a81913342414
74-27	UP6P1776	Czech_Airlines	75c0f16d22fc
74-28	TP5P0805	Theriology	5ac4bf7006fd
74-29	UP4P0200	Butadieneish	71b3c1992259
74-30	TP6P1813	TACV_Air	83bdcc31990c
74-31	UP4P0300	Dog	a56bb3a8823e
74-32	TP5P0507	Noreaster	fddd303fac9e
74-33	UP5Y0156	Morgan_8	eb9aaf61e9b8
74-34	TP6P1821	Air_China	6b32222e1c66
74-35	UP4P0304	Donkey	0d26d1a61410
74-36	TP4P0311	Wallaby	359e998f5f4f
74-37	UP6P1782	Aero_Benin	e398031ea2f1
74-38	TP6P1809	Royal_Aruban_Airlines	af8541448c39
74-39	UP6Y4378	Lakschmana	ea24c70a2f66
74-40	TP6Y4425	Surya	10bbd6f73d27
74-41	UP6P1766	Druk_Air	9fd06abf3e32
74-42	TP6P1825	Gulf_Air	ef81eb7f03f1
74-43	UP6P1760	Cayman_Airways	648209e0ed39
74-44	TP6P1803	Royal_Brunei_Airlines	4ac4df55dd90
74-45	UP6Y4434	Dasaratha	74c887b35099
74-46	TP6Y4369	Kasumamodini	83ca64c07d22
74-47	UP6P1770	Cubana_Air	bcba29ac86b0
74-48	TP6Y4417	Amaravati	8a0153338c83
74-49	UP6P1772	Air_Canada	67d20467c806
74-50	TP6P1827	Aerolineas_Argentinas	7c9123c4ab15
74-51	UP4P0122	Rotini	5040bcb397a2
74-52	TP6Y4289	Ajtzak	74d82bb5ad4d
74-53	UP5P0770	Balneology	19d608394000
74-54	TP4P0105	Cherry	2d89e981dcfe
74-55	UP6Y4440	Dhritaraschtras	fc97b26e1d41
74-56	TP5P0585	Melanophobia	f2d5c9423799
74-57	UP6Y4364	Budai	944a4127d4ca
74-58	TP4P0293	Tapir	4f13499b8621
74-59	UP4P0114	Mostaccioli	705f58c0eb71
74-60	TP5P0677	Neophilia	0452a08290bf
74-61	AP5P0415	Orc	894993470840
74-62	TP4P0175	Blonde_ale	ea3407c31ec5
74-63	AP5P0422	Tangie	ecdfa3cd6af4
74-64	TP4P0243	Panda	dceae1ccfe93
75-01	UP6P1808	Taveuni	4b385e234242
75-02	TP4P0135	Pilsner	e343dc7d9709
75-03	UP6P1532	SML	199dc19b5b66
75-04	TP6P1727	Superman	478446c3adf2
75-05	UP6P1798	Peppermint_Shrimp	a0f90c91e322
75-06	TP6P1531	PostScript	7944be194a84
75-07	UP6P1316	Omega	53e5be8f6473
75-08	TP6P1619	Sea_Blue	b8d10e8f1852
75-09	UP5P0602	Doraphobia	21023f61af76
75-10	TP6P1617	Dark_Blue	207341edbd6e
75-11	UP6P1640	Indigo	8c459e501f6c
75-12	TP6P1337	Dumbbellish	8da7717ddf58
75-13	UP6P1700	Enter_The_Dragon	ba9b2cf7854f
75-14	TP5P0843	Austin	e4a226f9abf1
75-15	UP6P1420	ANSIC	8f6c60b20815
75-16	TP6P1317	The_Ringish	18b1db8c0c9d
75-17	UP5P0970	Alaska	22c2b1453486
75-18	TP6P1667	Captain_Flume	b02edef4037b
75-19	UP6P1446	ALGOL	0f0958573c09
75-20	TP5P0999	Fifth_Diseasish	57424de6f73a
75-21	UP6P1224	Forgetmenot	d1fca3346ff6
75-22	TP6P1665	Hungry_Joe	82d1330538ca
75-23	UP5P1050	Yellow_Feverish	4c90359d5887
75-24	TP6P1519	FORTRAN	6a2933537307
75-25	UP6P1202	Rose	160c81130d83
75-26	TP6P1661	Corporal_Kolodny	db347b9c27e2
75-27	UP6P1482	HTML	625bde0d09a6
75-28	TP6P1445	AHDL	ce7adf95fbcf
75-29	UP4Y0060	Rats_Koelsch	92fc754f9ac4
75-30	TP6P1775	Flatworm	0b600c82c4db
75-31	UP6P1794	Pencil_Urchin	d847aed67ec7
75-32	TP6P1663	Havermeyer	cb90e12e618a
75-33	UP6P1726	Flamingo_Tongue	c313d7db55b7
75-34	TP6P1841	Giant_Clam	12208e1de183
75-35	UP6P1522	Prolog	f5f30c71da65
75-36	TP6P1487	Java	36896af285dd
75-37	UP6P1452	CAML	d681cbe3c475
75-38	TP6P1537	Simula	d7070b5f546a
75-39	UP6P1802	Sand_Dollar	c01f026cabf2
75-40	TP6P1529	Haskell	06bb1c4ae7e6
75-41	UP5P0850	Hirsutophiliaish	c14476adec1c
75-42	TP6P1527	Spice	ad4f3ad539c8
75-43	UP6P1528	Python	bbddb51703e8
75-44	TP6P1719	Easy_Rider	4098488fe3aa
75-45	UP6P1694	My_Fair_Lady	e5dd2d382fe6
75-46	TP6P1731	Days_Of_Heaven	f0f7d2d6c434
75-47	UP6P1538	TCL	c352a7698b74
75-48	TP6P1759	Spartacus	ac6a90a8a704
75-49	UP6P1806	Kadavu	8780033da3cf
75-50	TP7P2101	Peleliu	103e75237559
75-51	UP6P1686	Breakfast_At_Tiffanys	4e6df16d0fa8
75-52	TP7P2103	Babeldaob	7d1ed7aacdd0
75-53	UP6P1830	Futuna	e64997a20a88
75-54	TP6P1267	Gerbera	fdd316e90cb8
75-55	UP6P1688	Graduate	95a229119922
75-56	TP5P0523	Papagayoish	a7ff595a6465
75-57	UP6P1828	Bora_Bora	2ed5eb6f15e8
75-58	TP6P1921	Pitcairn	9cc2c629f1e2
75-59	UP6P1642	Brown	6ea0da549002
75-60	TP6P1923	Bougainville	bc9d4085fc4f
75-61	AP6P1161	Babylon	beef4c77fd7b
75-62	AP6P1159	Alexandria	0d5ca4453398
75-63	AP6P1163	Mudurai	414ac7e24a84
75-64	AP6P1173	Pompeii	c898afc8a87f
76-01	UP6P1836	Malaita	4d400f6af3cf
76-02	TP7P2163	Parrano	72543773efa8
76-03	UP6P1728	Headshield_Slug	bcab3085470b
76-04	TP7P2147	Tilsit	6d8731f83010
76-05	UP6P1244	Tall_Man	ef8234e435fc
76-06	TP6P1545	PacMan	feff969a8204
76-07	UP5P0710	Eosophobia	0fd12d1ac016
76-08	TP6P1837	Goose_Neck_Barnacle	99ef3857dc52
76-09	UP7Y4584	Agnutes	3d118092cc2d
76-10	TP7Y4589	Bodiocasses	3c9ae2d127d7
76-11	UP6P1732	Hermit_Crab	b7457b524774
76-12	TP6P1711	Pederson_Shrimp	2dc7dd60d076
76-13	UP6P1652	Gus_Wes	44eb3c619854
76-14	TP6P1649	Dunbar	4e62947b0e83
76-15	UP6P1868	Pecorino_Toscano	6cc76d36d944
76-16	TP6P1635	Blue	2ff0b8934e77
76-17	UP7P2110	Tomme_De_Savoie	4bee2bab54fa
76-18	TP6P1839	Jewel_Squid	a701e82d0635
76-19	UP6P1578	DOOM	ba0b79399a54
76-20	TP6P1855	Sea_Wasp	3d129a7e700f
76-21	UP5P0606	Cyberphobia	5898d6a825cf
76-22	TP6P1671	Piltchard	a999ebcbc068
76-23	UP6P1690	Cup_Coral	dde569498bb5
76-24	TP6P1919	Fontina_Daosta	578a44512112
76-25	UP7P2118	Appenzeller	d0aaa4430f0f
76-26	TP6P1361	Cocoon	356650fbf4c5
76-27	UP7P2138	Sbrinz	be743fecd3d9
76-28	TP7Y4553	Kolchugino	05ecb4fd7a3f
76-29	UP6P1864	Parmigiano_Reggiano	a4f60d78763b
76-30	TP6P1613	Light_Blue	2303b2bd1715
76-31	UP7Y4590	Bellovaci	0a759178688b
76-32	TP7Y4569	Arvernii	2717bc270f5a
76-33	UP7Y4574	Aremoricii	cadddb51694e
76-34	TP6P1889	Tongatapu	ee645dfd4f75
76-35	UP7Y4564	Mandubii	c243aec302ef
76-36	TP7Y4609	Ozherelye	672202c94076
76-37	UP7P2116	Venaco	ceecbbd7a22c
76-38	TP7P2105	Taleggio	fce252fc89d2
76-39	UP6P1862	Mozzarella	6f474fdbee16
76-40	TP6P1547	Pong	8a909e1001e9
76-41	UP6P1852	Upolu	bbc2ff970966
76-42	TP6P1875	Saipan	8ec8a6965ce8
76-43	UP6P1582	Frogger	e3656df2f6ac
76-44	TP6P1917	Pecorino_Romano	8f26896c08b5
76-45	UP6P1300	The_Fog	83a24ee5f5f5
76-46	TP6P1887	Pohnpei	658cac0cd851
76-47	UP6P1866	Gorgonzola	e5a32e8800e3
76-48	TP7P2109	Provolone	cb073b65f722
76-49	UP6P1730	Giant_Squid	33f260ff911b
76-50	TP7P2161	Manchego	2ae0cfc9b7e9
76-51	UP6P1608	Metal_Gear	5a2f4317fbf7
76-52	TP6P1647	Dobbs	308da957ba2a
76-53	UP6P1650	Huple	37dcda20ef10
76-54	TP6P1669	Wren22	000b929e8540
76-55	UP6P1566	Excite_Bike	0bdaba52437b
76-56	TP6P1571	Age_Of_Empires	2755f75f07fc
76-57	UP6P1584	Colonel_Moodus	460ca2afb9cf
76-58	TP7P2143	Gouda	bf2a594f2e75
76-59	UP6P1838	Chuuk	1f38af16108c
76-60	TP6P1873	Bikini_Atoll	716833dac3db
76-61	AP6P1170	Mohenjodaro	0562451ea296
76-62	AP6P1160	Memphis	5720f4b9723b
76-63	AP6P1164	Damascus	e4de2413634a
76-64	AP6P1187	Londinium	20c7823b3cac
77-01	UP6H7568	Gotlandsgatan	9c8d1cec7790
77-02	TP6P1521	SNOBOL	a55f40461662
77-03	UP6H7560	Gallerian	9ebd9f9d4c41
77-04	TP6H7603	Spettekaka	5fe4fd1b5a97
77-05	UP4H0042	Sundbyberg	eb449790a526
77-06	TP6H7569	Grenljusbacken	e6a11ef48199
77-07	UP6H7536	Disponentgatan	5b9cc2cb4d81
77-08	TP6H7595	Lutfisk	4ad18021ddbc
77-09	UP7Y4568	Haedui	2a377243a13a
77-10	TP7Y4591	Blannovii	f1af77b4b7f6
77-11	UP6H7602	Sotare	790cb3d49cd5
77-12	TP6H7615	Mumma	dca87bfe1ad0
77-13	UP7Y4602	Dorogobuzh	6fae50a6cd0c
77-14	TP6H7557	Folkskolegatan	24e5c2d44074
77-15	UP6H7590	Kalvdans	27671b6dd2f9
77-16	TP6H7565	Gaveliusgatan	452a435e5a05
77-17	UP7Y4614	Shilka	2fc18502af5e
77-18	TP7Y4605	Shakhunya	8a8e75ca71b8
77-19	UP6H7578	Hedinsgatan	e67fc44cdb49
77-20	TP6H7613	Kvass	ee3b4e6874df
77-21	UP7Y4618	Polessk	2602b36d72a3
77-22	TP7Y4559	Tarbelli	c771169271e5
77-23	UP6H7624	Kryddost	4b85ba7aba76
77-24	TP6H7625	Kvibille_cheddar	652e07948d39
77-25	UP6H7622	Fontina	737b88a52d11
77-26	TP6Y4329	Ah_Bolom_Tzacab	2a44003801dc
77-27	UP6H7608	Bult	6ae888e70256
77-28	TP6H7645	Adapter	3454e9a23d7d
77-29	UP6H7572	Hammargatan	8194739282af
77-30	TP5H0257	Skurhatten	f2cef4faecc8
77-31	UP7Y4484	Salamix	ed0e43dcf150
77-32	TP6Y4463	Shouxing	9afe456227ae
77-33	UP6H7540	Ekedalsgatan	c13ace170b26
77-34	TP6H7621	Billinge	04a8879fdb07
77-35	UP6H7600	Renskav	5b21398a904c
77-36	TP6H7655	Batteri	e440f02605ef
77-37	UP6H7652	Bakplan	43e81599d704
77-38	TP6H7643	Tillberga	6f45a7995488
77-39	UP6Y4350	Kanyarundi	b2c3bb6ad5b5
77-40	TP6H7547	Evert_Taubes_terrass	f948547cd537
77-41	UP6P1606	Orr_22	3f509081b654
77-42	TP7Y4611	Gadzhiyevo	cb1704b59dd2
77-43	UP6H7566	Gjutargatan	041f7e0f34cc
77-44	TP6P1639	Soldier_In_White	3044a88b1743
77-45	UP6P1478	Lisp	b277afbb8794
77-46	TP6P1643	Snowden	d954a3b84e16
77-47	UP4P0326	Hamster	88ea27028958
77-48	TP7Y4551	Meldii	f9b9612c308b
77-49	UP6P1602	Lieutenant_Nately	8c0474305b8c
77-50	TP6P1523	Scheme	ceb5c63499a5
77-51	UP6P1604	Old_Manin_Rome	af6e6d980207
77-52	TP6Y4231	Lianja	859a519c4df8
77-53	UP6P1362	Turtle_Nebula	918e3221a3ff
77-54	TP6P1489	PHP	f985f818e3ec
77-55	UP6Y4368	Chung_Lung	1a4beb8ea7ae
77-56	TP6P1641	Mrs_Scheisskopf	1db4f6bc042a
77-57	UP6P1486	Icon	37e51559faa9
77-58	TP6P1481	Maple	2753cf9cdc6e
77-59	UP6H7614	Lingoncider	9f8c72e69e62
77-60	TP7Y4603	Ambiliati	a1b35d8f2a0b
77-61	AP6P1119	Big_Top	ed51beb261da
77-62	AP5P0435	Mammology	9a227030a18d
77-63	AP6P1102	Train_Stop	2d19f6709412
77-64	AP5H0235	Axelsberg	5ec891d83b6a
78-01	UP5P1044	Bubonic_Plague	5e903b212571
78-02	TP5P0979	Ebola	2e136b8ace68
78-03	UP6Y4336	Xochiquetzal	8abe5029dc52
78-04	TP6Y4351	Kao_Kuo_zhu	eb0d57719e84
78-05	UP5P1040	Dengue_Fever	174be3cde9d4
78-06	TP5P0967	Aspergillosis	451b26895d20
78-07	UP6Y4346	Mayahuel	327567401314
78-08	TP5P1001	Leishmaniasis	42ec848643f4
78-09	UP6Y4340	Tlaltecutli	4ccf8b41d53b
78-10	TP6Y4453	Tu_Ti	f2f9eaa70e48
78-11	UP5P0930	Discophiliaish	bcce60d9da50
78-12	TP5P0595	Satanophobiaish	f301c4df9d40
78-13	UP5H0118	Svala	6d1672f0faa2
78-14	TP6Y4457	Chu_Jung	e069e7bf4e32
78-15	UP5H0138	Flugsnappare	fc84720f3c66
78-16	TP5P0963	Q_Fever	a1c0ed2b66af
78-17	UP5P1060	Trypanosomiasis	361012673fd2
78-18	TP6Y4341	Xilonen	3f5c13e43f0b
78-19	UP6Y4474	Din_Hau	2fdfd7afbfc4
78-20	TP5P0587	Photophobiaish	952b762f35d5
78-21	UP6P1386	Skat_Card	13f4064af480
78-22	TP5P0973	Salmonella	1107af0ce659
78-23	UP5P1066	Influenza	3d7d89305e2a
78-24	TP6Y4259	Emeishan	5bdfacbbfef4
78-25	UP6Y4460	Lung_Wang	a41b82c73983
78-26	TP5P0977	Diphtheria	f17497d8596f
78-27	UP6Y4298	Guan_Yin	466b54ff9642
78-28	TP6Y4249	He_Xiangu	eb2ab3f0102b
78-29	UP5H0242	Vattenrall	99e187ec7df8
78-30	TP6P1413	Solitaire	0b1364ffb0c1
78-31	UP6P1204	Orchid	6ba3e2712b83
78-32	TP5P0985	Hepatitis	f39603f186e5
78-33	UP5P0588	Loch_Ness_Monsterish	11aa586a0c63
78-34	TP6P1419	Old_Maid	bb4ef158c398
78-35	UP6Y4306	Gonggong	3d396a345753
78-36	TP6P1369	Hearts_Card	e3165c2f8dc6
78-37	UP5P1046	Giardia	3946d2832d8d
78-38	TP6P1367	Piquet	c701c8c6b7a7
78-39	UP5P1042	Shigellosis	94464c228a20
78-40	TP5P0937	Measles	2b0f6d5918b3
78-41	UP6Y4332	Xolotl	b155e6b3583e
78-42	TP5P0971	Mad_Cow	4957f8e5d1a7
78-43	UP6Y4312	Ix_Chup	f1bdb242f8ee
78-44	TP5P0853	Macrophiliaish	fe4fff5cfe19
78-45	UP6P1404	Happy_Families	ad354f8b32f3
78-46	TP5P1005	Meningitis	62b5755986ff
78-47	UP5H0128	Stare	c6f641f76637
78-48	TP6P1395	Three_Card_Brag	148e4e380ee8
78-49	UP6P1278	The_Exorcist	0112905d3d18
78-50	TP5P0989	Lyme_Disease	ae962dcf74f0
78-51	UP5P0968	Mississippi	14fc92c73f8c
78-52	TP6P1389	Cribbage	3dc4cd211c68
78-53	UP6P1368	Draw_Poker	8c722131fdb2
78-54	TP6Y4267	Huangdi	8e529af3f562
78-55	UP5P0996	Anglophilia	3ee043a5fde3
78-56	TP6P1415	California_Speed	2cfab071a3c9
78-57	UP6P1384	Q_Squared_Joe	f37c017dd786
78-58	TP5P0969	Chagas	36513d3b6170
78-59	UP5P1036	SARS	180ba7aabc98
78-60	TP6P1371	Big_Two_Card	efc9607742b9
78-61	AP6P1135	Organ_Stop	b4faf7b177c7
78-62	AP6P1157	Muffin_Top	1ea49e87099a
78-63	AP6P1147	Flat_Top	10344741a2f6
78-64	AP6P1112	Dead_Stop	3681e9662126
79-01	UP9P3904	Frogs	1b8533c6fbd0
79-02	TP9P3837	Smilodon	d2f11ad8ec73
79-03	UP9P3848	Giant_Elephant	0f7e9d24f851
79-04	TP9P3771	Hagrids_Cabin	d48058d32a71
79-05	UP9P3778	Beauxbatons	981ed4d7db54
79-06	TP9P3763	Godricks_Hollow	ea6f08e6bb11
79-07	UP9P3792	Kreachers_Cupboard	e1792a1fa122
79-08	TP9P3901	Goopy_Rain	99f63f10eaad
79-09	UP9P3820	Giant_Beaver	c05e857f435b
79-10	TP7H8307	Plugg	a3e3c04d9329
79-11	UP9P3850	Side_Tusked_Pig	1821412a7ad7
79-12	TP9P3925	Sumac_Tree	71ad6bc95fc7
79-13	UP9P3898	Torrential	10c3ce40b938
79-14	TP9P3781	Chamber_Of_Secrets	3fbf9a0584c1
79-15	UP9P3746	Auror_Office	62bf2ac01cd6
79-16	TP8H8505	Fritera	90d73b6d5d4b
79-17	UP8H8508	Skira	ca4a42fff921
79-18	TP9P3845	Glyptodont	9ff56ad0ddf1
79-19	UP8P3616	Perfection	191095b9168d
79-20	TP8H8535	Halstra	67fca4d31d08
79-21	UP9P3814	Omicronian	28653c56b40b
79-22	TP9P3903	Wet_Air	96d473d46c86
79-23	UP9P3762	Gaunt_Shack	c913c77ddddc
79-24	TP9P3869	Megalania	078ef738bc80
79-25	UP9P3854	American_Lion	d3710b74c542
79-26	TP9P3769	Hanged_Man	0208144ca98e
79-27	UP9P3868	Marsupial_Lion	f32f79c5fadf
79-28	TP9P3779	Azkaban	474107574a40
79-29	UP9P3864	Browsing_Kangaroo	07e71392dc07
79-30	TL9P6625	Monsanto_Gopher	befc5df53552
79-31	UL8P6502	Siro_Usagi	903dafa188de
79-32	TP9P3835	Drift	6489d0ab4784
79-33	UL8P6520	Peugeot_Bikes	cec3f4200bd4
79-34	TL9P6629	Moocher	687d4af7bf5d
79-35	UL9P6714	Jim_Haugen	722ebbb4d0d8
79-36	TL9P6631	Spiderian	4ed207992af2
79-37	UL9P6720	Chris_Sherwin	b6ee10baf344
79-38	TL9P6645	Neutral_People	e47326d06c96
79-39	UL9P6728	Glen_Gregerson	d98e25be9e73
79-40	TL9P6649	Shrimpkind	cdea39171681
79-41	UP9P3832	Flash_Flood	4af78500bbf6
79-42	TL9P6651	Worms_of_Colon	3b0bbb9a16aa
79-43	UP7H8196	Kronofogde	10f578592af0
79-44	TL9P6617	Atlantan	d804447f783f
79-45	UP9P3786	Mirror_Of_Erised	72303c4596fa
79-46	TP8H8517	Sautera	a00051e7e3b1
79-47	UP9P3780	Borgin_And_Burks	09b91d7afd51
79-48	TP9P3847	Giant_Peccary	149d0400b77d
79-49	UP7H8282	Kalva	dfe3ebe6b601
79-50	TP9P3805	Quiddich_Pitch	4c57c49fd6b4
79-51	UP9P3846	Haasts_Eagle	b0b47179e162
79-52	TP9P3831	Cave_Hyena	57dcabd8cb3e
79-53	UP9P3834	Temperature_Inversion	dc669a545471
79-54	TP9P3765	Gringotts	b490f3903bd5
79-57	UP9P3760	Great_Hall	62af5302fcc3
79-58	TP9P3747	Astronomy_Tower	04e30a7eb1b5
79-59	UP8H8516	Rissolera	d90ae58c2ce7
79-60	TP9P3905	General_Wetness	2efcedafc0ae
79-61	AP8P3035	Stardust	31f41f35ef89
79-62	AP8P3012	Los_Angeles_1932	93028e56ef5d
79-63	AP8P3037	Montreal_1976	c2a85c364838
79-64	AP8P3013	Berlin_1936	e20a9732ceb1
80-01	UP9P3870	Moa	d7b3979aee54
80-02	TP6H7657	Billampa	3b8baeea2b06
80-03	UP8H8526	Djupfrysa	ebe074e96c81
80-04	TP9P3825	Shrub_Ox	936200df11cf
80-05	UP6H7628	Skinkost	d95f740ef176
80-06	TP9P3813	California_Tapir	714f149ff3d7
80-07	UP9P3812	Woolly_Rhinoceros	c5a4400f14b6
80-08	TP6H7709	Kolja	42cbf51f7a9f
80-09	UP9P3700	Miss_Piggy	4e299fa414ed
80-10	TP8H8503	Ciselera	93dd6212a2d8
80-11	UP8H8530	Flaga	160fa44d4673
80-12	TP9P3823	Giant_Teratorn	98d24908a858
80-13	UP9P3822	Irish_Elk	851e25fc2fa7
80-14	TP8P3609	Whistler_Blackcomb	3f7255207788
80-15	UP7P2474	Curling	794fcdbd1822
80-16	TP6H7695	Elritsa	12b9f942766b
80-17	UP9P3826	Dire_Wolf	8df5c5cc79ee
80-18	TP8P3583	Innsbruck	b3dd9619e8c7
80-19	UP8H8510	Montera	8bcb27666ae8
80-20	TP5H0245	Hornstull	246f3b6fc16f
80-21	UP8H8514	Plocka	482f334ae07c
80-22	TP7P2671	Almog	9956159a32c9
80-23	UP7P2574	Zahlbach	51181f3db5ea
80-24	TP8P3425	Poliziano	a986747a219c
80-25	UP8P3596	Champery	bba8eec4cf29
80-26	TP9P3841	Giant_Cryptodire_Turtle	a2eb6aebcb04
80-27	UP7H8240	Biolog	67148ebfb243
80-28	TP8P3197	Sand_Blocks	f9304891b18b
80-29	UP7H8104	Urd	d05b09bcd864
80-30	TL9H6017	Videsticka	c33f41d50306
80-31	UL9P6612	Yarn_People	201d4e7aa59c
80-32	TL9P6733	Claire_Pettersen	e40dc035ecd0
80-33	UL9P6656	Camellia_Tree	7ad88f75809b
80-34	TL9P6621	Brain_Slug	0b78d4bd9c3c
80-35	UL9H6138	Penning	99e44c88261d
80-36	TL9H6099	Brokstarr	56afa723acdc
80-37	UL9P6604	Hypnotoad	081e98b0f7b4
80-38	TL9H6077	Smultron	323dd8855c25
80-39	UL9P6700	Jonathan_Heise	38a39e8f8c99
80-40	TL9P6647	Trisolian	9ad0af81d290
80-41	UL9H6050	Slemtryffel	51d906ffbc61
80-42	TL9H6093	Brandlilja	d5f68ab474ae
80-43	UL9P6628	Spheronians	705522d9c062
80-44	TP8H8525	Dekantera	92697d6bbac5
80-45	UP7P2598	Dorot	4fa9bd161dfc
80-46	TP6H7721	Varg	95765f3e6f21
80-47	UP6H7752	Vikare	f5a956b102e8
80-48	TP9P3821	Quinkana	3e88673e84bc
80-49	UP8P3624	Marmot	38075fec8d71
80-50	TP7H8313	Reko	f5a6616222dc
80-51	UP8Y5052	Daechucha	aacca506e50e
80-52	TP9P3895	Elephant_Bird	0b02b5dd41da
80-53	UP8H8528	Filtrera	208c9609f580
80-54	TP7H8299	Pantad	130ddbf43150
80-55	UP7P2580	Urim	ace3174f334d
80-56	TP8P3607	Crystal	87815acbcaa3
80-57	UP9P3940	incorporated	6ffcf4bbf40e
80-58	TP9P3975	incumbent	f07cb4eda6cf
80-59	UP9P3926	incinerate	3e33dd75141c
80-60	TP9P3937	incessant	a33d1c780d4c
80-61	AP8P3020	Stockholm_1912	b4e3b22446db
80-62	AP7P2026	Heart	7add03be94b4
80-63	TP9P3861	Gorgon_Eyed_Hippo	2ee2b789e699
80-64	AP8P3034	Giotto	9e0d4896ac18
81-01	UL9H6172	Spinnmal	831abfedd99a
81-02	TL9H6067	Ask	909bb8f86b53
81-03	UL9H6036	Kastanjesopp	661ececf8523
81-04	TL9H6035	Violgubbe	657f244d0926
81-05	UL9H6026	Kristallporing	267e18bd60f6
81-06	TL9H6025	Kantarell	35ffcab99de9
81-07	UL9H6028	Kanelsticka	4137b59346c5
81-08	TL9H6049	Gulpicka	3a22318eb4f2
81-09	UL9H6010	Fatsvamp	5a802cd40628
81-10	TL9H6119	Hartsros	9f9f82ac0405
81-11	UL9H6060	Dystersopp	9a34f65c7b79
81-12	TL9H6065	Rutskinn	62923649561e
81-13	UL9P6622	Wormulonian	c4842482e491
81-14	TL9H6087	Blekarv	3eac459db789
81-15	UL9H6014	Alflugsvamp	38fe11a899d0
81-16	TL9P6643	Purple_Fruit_Snake	6701e992eb0b
81-17	UL9H6018	Honungsskivling	0e380b060ba7
81-18	TL9H6009	Gullmurkling	84cae68c6924
81-19	UL9H6090	Borstfibbla	8b88a9d5709c
81-20	TL9H6029	Aspskinn	720a5fd55d53
81-21	UL9H6130	Sulfitcellulosa	6f09700f1757
81-22	TL8H6003	Lindyna	c223af68a5e5
81-23	UL9H6048	Aromusseron	783967143061
81-24	TL9H6027	Klubbsvamp	d7bb69f4d73b
81-25	UL9H6042	Flodtagging	2064132c45d5
81-26	TL9H6109	Flyghavre	5a180b0ac9a7
